R^2,P-value,Standard Error,Slope,Intercept
"[[0.06414629133343813, 0.005502215776659385, 0.5966140314778208], [0.00035477573649699684, 0.04848029772589207, 0.11829417702692566], [0.038586152995977015, 0.5736524785302328, 0.7826046805001765]]","[[0.326671856027397, 0.7772281328319807, 0.00027909656198506677], [0.9428000075395734, 0.39578143254549336, 0.176453314850986], [0.4498688193378453, 0.0004296729191356295, 2.4121739965538677e-06]]","[[0.5026609286027283, 0.04233209572659266, 0.17187571028118012], [0.22325195642647708, 0.18270908140582348, 0.2903107244262653], [0.18028708510449423, 0.09760726941663181, 0.03288751843416474]]","[[-0.5096858209693647, -0.01219501385483539, -0.8095552121223515], [-0.01628901826778402, -0.15972743228061603, -0.41184001224549455], [0.13988488854522865, 0.43850076853552766, 0.2416700654849743]]","[[0.884912152614459, 0.019503680607975808, 0.48864004408685086], [-0.00818102166291163, 0.17652933442722896, 1.0847428429596204], [0.0874399902103464, 0.4767520087139192, 0.10714407315442286]]"
